Date,State,Negative,Positive,Total Samples
25-05-2020,Delhi,,14053,174469
26-05-2020,Delhi,,14465,178579
27-05-2020,Delhi,,15257,184362
28-05-2020,Delhi,,16281,191977
29-05-2020,Delhi,,17386,199626
30-05-2020,Delhi,,18549,206739
31-05-2020,Delhi,,19844,212784
01-06-2020,Delhi,,20834,217537
02-06-2020,Delhi,,22132,223607
03-06-2020,Delhi,,23645,230145
04-06-2020,Delhi,,25004,236506
05-06-2020,Delhi,,26334,241693
06-06-2020,Delhi,,27654,246873
07-06-2020,Delhi,,28936,251915
08-06-2020,Delhi,,29943,255615
09-06-2020,Delhi,,31309,261079
10-06-2020,Delhi,,32810,266156
11-06-2020,Delhi,,34687,271516
12-06-2020,Delhi,,36824,277463
13-06-2020,Delhi,,38958,283239
14-06-2020,Delhi,,41182,290592
15-06-2020,Delhi,,42829,296697
16-06-2020,Delhi,,44688,304483
17-06-2020,Delhi,,47102,312576
18-06-2020,Delhi,,49979,321302
19-06-2020,Delhi,,53116,334376
20-06-2020,Delhi,,56746,351909
21-06-2020,Delhi,,59746,370014
22-06-2020,Delhi,,62655,384696
23-06-2020,Delhi,,66602,401648
24-06-2020,Delhi,,70390,420707
25-06-2020,Delhi,,73780,438012
26-06-2020,Delhi,,77240,459156
27-06-2020,Delhi,,80188,478336
28-06-2020,Delhi,,83077,498416
29-06-2020,Delhi,,85161,514573
30-06-2020,Delhi,,87360,531752
01-07-2020,Delhi,,89802,551708
02-07-2020,Delhi,,92175,572530
03-07-2020,Delhi,,94695,596695
04-07-2020,Delhi,,97200,620368
05-07-2020,Delhi,,99444,643504
06-07-2020,Delhi,,100823,657383
07-07-2020,Delhi,,102831,679831
08-07-2020,Delhi,,104864,701859
09-07-2020,Delhi,,107051,724148
10-07-2020,Delhi,,109140,747109
11-07-2020,Delhi,,110921,768617
12-07-2020,Delhi,,112494,789853
13-07-2020,Delhi,,113740,692845
14-07-2020,Delhi,,115346,713908
15-07-2020,Delhi,,116993,736436
16-07-2020,Delhi,,118645,756661
17-07-2020,Delhi,,120107,777125
18-07-2020,Delhi,,121582,798783
19-07-2020,Delhi,,122793,818989
20-07-2020,Delhi,,123747,830459
21-07-2020,Delhi,,125096,851311
22-07-2020,Delhi,,126323,871371
23-07-2020,Delhi,,127364,889597
24-07-2020,Delhi,,128389,908735
25-07-2020,Delhi,,129531,929244
26-07-2020,Delhi,,130606,946777
27-07-2020,Delhi,,131219,958283
28-07-2020,Delhi,,132275,976827
29-07-2020,Delhi,,133310,994219
30-07-2020,Delhi,,134403,1013694
31-07-2020,Delhi,,,1032785
01-08-2020,Delhi,,136716,1050939
02-08-2020,Delhi,,137677,1063669
03-08-2020,Delhi,,138482,1073802
04-08-2020,Delhi,,139156,1083097
05-08-2020,Delhi,,140232,1099882
06-08-2020,Delhi,,141531,1120318
07-08-2020,Delhi,,142723,1143703
08-08-2020,Delhi,,144127,1168295
09-08-2020,Delhi,,145427,1192082
10-08-2020,Delhi,,146134,1204405
11-08-2020,Delhi,,,1223845
12-08-2020,Delhi,,,1242739
13-08-2020,Delhi,,,1258095
14-08-2020,Delhi,,,1273140
15-08-2020,Delhi,,151928,1291411
16-08-2020,Delhi,,,1302120
17-08-2020,Delhi,,,1317108
18-08-2020,Delhi,,,1337374
19-08-2020,Delhi,,,1358189
20-08-2020,Delhi,,,1375193
21-08-2020,Delhi,,,1392928
22-08-2020,Delhi,,,1412363
23-08-2020,Delhi,,,1431094
24-08-2020,Delhi,,,1443004
25-08-2020,Delhi,,,1462845
26-08-2020,Delhi,,,1482661
27-08-2020,Delhi,,,1503722
28-08-2020,Delhi,,,1526655
29-08-2020,Delhi,,,1548659
30-08-2020,Delhi,,,1569096
31-08-2020,Delhi,,,1583485
01-09-2020,Delhi,,,1607683
02-09-2020,Delhi,,,1636518
03-09-2020,Delhi,,,1669352
04-09-2020,Delhi,,,1705571
05-09-2020,Delhi,,,1744466
06-09-2020,Delhi,,,1780512
07-09-2020,Delhi,,,1803466
08-09-2020,Delhi,,,1849263
09-09-2020,Delhi,,,1903780
10-09-2020,Delhi,,,1962120
11-09-2020,Delhi,,,2022700
12-09-2020,Delhi,,,2082776
13-09-2020,Delhi,,,2139432
14-09-2020,Delhi,,,2184316
15-09-2020,Delhi,,,2246985
16-09-2020,Delhi,,,2309578
17-09-2020,Delhi,,,2369592
18-09-2020,Delhi,,,2430629
19-09-2020,Delhi,,,2492602
20-09-2020,Delhi,,,2555007
21-09-2020,Delhi,,,2578740
02-04-2020,Goa,197,5,220
09-04-2020,Goa,,7,344
10-04-2020,Goa,,7,354
12-04-2020,Goa,,7,406
13-04-2020,Goa,,7,440
14-04-2020,Goa,,7,479
15-04-2020,Goa,,7,556
16-04-2020,Goa,,7,611
17-04-2020,Goa,,7,673
18-04-2020,Goa,,7,758
19-04-2020,Goa,,7,826
20-04-2020,Goa,,7,901
21-04-2020,Goa,,7,1004
22-04-2020,Goa,,7,1116
23-04-2020,Goa,,7,1206
27-04-2020,Goa,,7,1541
28-04-2020,Goa,,7,1776
29-04-2020,Goa,,7,1871
30-04-2020,Goa,,7,2031
01-05-2020,Goa,,7,2181
02-05-2020,Goa,,7,2372
03-05-2020,Goa,,7,2548
04-05-2020,Goa,,7,2899
05-05-2020,Goa,,7,3096
06-05-2020,Goa,,7,3411
08-05-2020,Goa,,7,4140
09-05-2020,Goa,,7,4524
10-05-2020,Goa,,7,4848
11-05-2020,Goa,,7,5307
14-05-2020,Goa,,7,6736
15-05-2020,Goa,,7,7304
16-05-2020,Goa,,20,8011
17-05-2020,Goa,,29,8785
18-05-2020,Goa,,29,8785
19-05-2020,Goa,,46,9549
20-05-2020,Goa,,50,10136
21-05-2020,Goa,,52,10859
22-05-2020,Goa,,54,11362
23-05-2020,Goa,,55,11945
24-05-2020,Goa,,66,12499
25-05-2020,Goa,,67,12860
26-05-2020,Goa,,67,13303
27-05-2020,Goa,,68,13911
28-05-2020,Goa,,69,14782
29-05-2020,Goa,,69,16141
30-05-2020,Goa,,70,17871
31-05-2020,Goa,,71,19491
01-06-2020,Goa,,73,20780
02-06-2020,Goa,,79,22378
03-06-2020,Goa,,126,23816
04-06-2020,Goa,,166,25300
05-06-2020,Goa,,196,26208
06-06-2020,Goa,,267,27402
07-06-2020,Goa,,300,29739
08-06-2020,Goa,,330,31455
09-06-2020,Goa,,359,32194
10-06-2020,Goa,,387,35332
11-06-2020,Goa,,417,37858
12-06-2020,Goa,,463,39298
13-06-2020,Goa,,523,40723
14-06-2020,Goa,,564,41835
15-06-2020,Goa,,592,42703
16-06-2020,Goa,,629,44378
17-06-2020,Goa,,656,45685
18-06-2020,Goa,,705,46996
19-06-2020,Goa,,725,49718
20-06-2020,Goa,,754,51404
21-06-2020,Goa,,818,52301
22-06-2020,Goa,,864,53050
23-06-2020,Goa,,909,54781
24-06-2020,Goa,,951,56925
25-06-2020,Goa,,995,58584
26-06-2020,Goa,,1039,60350
27-06-2020,Goa,,1128,61687
28-06-2020,Goa,,1198,62945
29-06-2020,Goa,,1251,64375
30-06-2020,Goa,,1315,66491
01-07-2020,Goa,,1387,67822
02-07-2020,Goa,,1482,70738
03-07-2020,Goa,,1576,72691
04-07-2020,Goa,,1684,74314
05-07-2020,Goa,,1761,75791
06-07-2020,Goa,,1813,77033
07-07-2020,Goa,,1903,79864
08-07-2020,Goa,,2039,82555
09-07-2020,Goa,,2151,84945
10-07-2020,Goa,,2251,87865
11-07-2020,Goa,,2368,90817
12-07-2020,Goa,,2453,92191
13-07-2020,Goa,,2583,93968
14-07-2020,Goa,,2753,96692
15-07-2020,Goa,,2951,99234
16-07-2020,Goa,,3108,101554
17-07-2020,Goa,,3304,103527
18-07-2020,Goa,,3484,105731
19-07-2020,Goa,,3657,107266
20-07-2020,Goa,,3853,108459
21-07-2020,Goa,,4027,111296
22-07-2020,Goa,,4176,114309
23-07-2020,Goa,,4350,117321
24-07-2020,Goa,,4540,119455
25-07-2020,Goa,,4686,121771
26-07-2020,Goa,,4861,123130
27-07-2020,Goa,,5119,124746
28-07-2020,Goa,115434,5287,126655
29-07-2020,Goa,,5489,128289
30-07-2020,Goa,,5704,129719
31-07-2020,Goa,,5913,131318
01-08-2020,Goa,,6193,132830
02-08-2020,Goa,,6530,134395
03-08-2020,Goa,,6816,135692
04-08-2020,Goa,,7075,137575
05-08-2020,Goa,,7423,139566
06-08-2020,Goa,,7614,142192
07-08-2020,Goa,,7947,144814
08-08-2020,Goa,,8206,147138
09-08-2020,Goa,,8712,149304
10-08-2020,Goa,,9029,151202
11-08-2020,Goa,,,153792
12-08-2020,Goa,,9924,156498
13-08-2020,Goa,,10494,159159
14-08-2020,Goa,,10970,162126
15-08-2020,Goa,,11339,163874
16-08-2020,Goa,,11639,165356
17-08-2020,Goa,,,167381
18-08-2020,Goa,,12333,170125
19-08-2020,Goa,,,172549
20-08-2020,Goa,,,175100
21-08-2020,Goa,,1348,178175
22-08-2020,Goa,,,179836
23-08-2020,Goa,,,180716
24-08-2020,Goa,,,182409
25-08-2020,Goa,,,184872
26-08-2020,Goa,,,187140
27-08-2020,Goa,,,189667
28-08-2020,Goa,,,192589
29-08-2020,Goa,,,195084
30-08-2020,Goa,,,197216
31-08-2020,Goa,,,199224
01-09-2020,Goa,,,202730
02-09-2020,Goa,,,204438
03-09-2020,Goa,,,206760
04-09-2020,Goa,,,208917
05-09-2020,Goa,,,211048
06-09-2020,Goa,,,212150
07-09-2020,Goa,,,213469
08-09-2020,Goa,,,215345
09-09-2020,Goa,,,217485
10-09-2020,Goa,,,219666
11-09-2020,Goa,,,221433
12-09-2020,Goa,,,223892
13-09-2020,Goa,,,225051
14-09-2020,Goa,,,225910
15-09-2020,Goa,,,227810
16-09-2020,Goa,,,229876
17-09-2020,Goa,,,231801
18-09-2020,Goa,,,233674
19-09-2020,Goa,,,235787
20-09-2020,Goa,,,237198
21-09-2020,Goa,,,238343
08-04-2020,Gujarat,3905,186,4224
10-04-2020,Gujarat,7237,378,7718
11-04-2020,Gujarat,8888,468,9763
12-04-2020,Gujarat,10867,516,11715
13-04-2020,Gujarat,12970,572,14251
14-04-2020,Gujarat,14363,617,14980
15-04-2020,Gujarat,18431,766,19197
16-04-2020,Gujarat,19974,929,20903
17-04-2020,Gujarat,22339,1099,23483
18-04-2020,Gujarat,24726,1376,26102
19-04-2020,Gujarat,27361,1743,29104
20-04-2020,Gujarat,31377,1939,33316
21-04-2020,Gujarat,34651,2178,36829
22-04-2020,Gujarat,37014,2407,39421
23-04-2020,Gujarat,39760,2624,42384
24-04-2020,Gujarat,41007,2815,46743
25-04-2020,Gujarat,45254,3061,48315
26-04-2020,Gujarat,47790,3301,51091
27-04-2020,Gujarat,50028,3547,53575
28-04-2020,Gujarat,52327,3774,56101
29-04-2020,Gujarat,55406,4082,59488
30-04-2020,Gujarat,59612,4395,64007
01-05-2020,Gujarat,64053,4721,68774
02-05-2020,Gujarat,69062,5054,74116
03-05-2020,Gujarat,74632,5428,80060
04-05-2020,Gujarat,78844,5804,84648
05-05-2020,Gujarat,83387,6245,89632
06-05-2020,Gujarat,88566,6625,95191
07-05-2020,Gujarat,93540,7013,100553
08-05-2020,Gujarat,97984,7403,105386
09-05-2020,Gujarat,101853,7797,109650
10-05-2020,Gujarat,105298,8195,113493
11-05-2020,Gujarat,107929,8541,116470
12-05-2020,Gujarat,110633,8903,119536
13-05-2020,Gujarat,113029,9268,122297
14-05-2020,Gujarat,115117,9591,124708
15-05-2020,Gujarat,117927,9932,127859
16-05-2020,Gujarat,127418,10989,138407
17-05-2020,Gujarat,132220,11380,143600
18-05-2020,Gujarat,137078,11746,148824
19-05-2020,Gujarat,142533,12141,154674
20-05-2020,Gujarat,148233,12539,160772
21-05-2020,Gujarat,153242,12910,166152
22-05-2020,Gujarat,159289,13273,172562
23-05-2020,Gujarat,164399,13669,178068
24-05-2020,Gujarat,168806,14056,182868
25-05-2020,Gujarat,171893,14468,186361
26-05-2020,Gujarat,,14821,189313
27-05-2020,Gujarat,,15203,193863
28-05-2020,Gujarat,,15572,198048
29-05-2020,Gujarat,,15944,201481
30-05-2020,Gujarat,,16356,205780
31-05-2020,Gujarat,,16794,211930
01-06-2020,Gujarat,,17217,216258
02-06-2020,Gujarat,,17632,221610
03-06-2020,Gujarat,,18117,227898
04-06-2020,Gujarat,,18609,233921
05-06-2020,Gujarat,,19119,239911
06-06-2020,Gujarat,,19617,245606
07-06-2020,Gujarat,,20097,251686
08-06-2020,Gujarat,,20574,256289
09-06-2020,Gujarat,,21044,261587
10-06-2020,Gujarat,,21554,266404
11-06-2020,Gujarat,,22067,272924
12-06-2020,Gujarat,,22562,278137
13-06-2020,Gujarat,,23079,283623
14-06-2020,Gujarat,,23590,288565
15-06-2020,Gujarat,,24104,292909
16-06-2020,Gujarat,,24628,296335
17-06-2020,Gujarat,,25148,303671
18-06-2020,Gujarat,,25658,308744
19-06-2020,Gujarat,,26198,314301
20-06-2020,Gujarat,,26737,319414
21-06-2020,Gujarat,,27317,324874
22-06-2020,Gujarat,,27880,329343
23-06-2020,Gujarat,,28429,334326
24-06-2020,Gujarat,,29001,340080
25-06-2020,Gujarat,,29578,345278
26-06-2020,Gujarat,321021,30158,351179
27-06-2020,Gujarat,,30773,357148
28-06-2020,Gujarat,,31397,363306
29-06-2020,Gujarat,,32023,367739
30-06-2020,Gujarat,,32643,373613
01-07-2020,Gujarat,,33318,380640
02-07-2020,Gujarat,,33999,388065
03-07-2020,Gujarat,361187,34686,395873
04-07-2020,Gujarat,368956,35398,404354
05-07-2020,Gujarat,376001,36123,412124
06-07-2020,Gujarat,381606,36858,418464
07-07-2020,Gujarat,388194,37636,425830
08-07-2020,Gujarat,395445,38419,433864
09-07-2020,Gujarat,402412,39280,441692
10-07-2020,Gujarat,409194,40155,449349
11-07-2020,Gujarat,416039,41027,457066
12-07-2020,Gujarat,422749,41897,464646
13-07-2020,Gujarat,427457,42808,470265
14-07-2020,Gujarat,434644,43723,478367
15-07-2020,Gujarat,443059,44648,487707
16-07-2020,Gujarat,453603,45567,499170
17-07-2020,Gujarat,465484,46516,512000
18-07-2020,Gujarat,476821,47476,524297
19-07-2020,Gujarat,487681,48441,536122
20-07-2020,Gujarat,499550,49439,548989
21-07-2020,Gujarat,512217,50465,562682
22-07-2020,Gujarat,525221,51485,576706
23-07-2020,Gujarat,,52563,591561
24-07-2020,Gujarat,553087,53631,606718
25-07-2020,Gujarat,565950,54712,620662
26-07-2020,Gujarat,,55822,642370
27-07-2020,Gujarat,610970,56874,667844
28-07-2020,Gujarat,632110,57982,690092
29-07-2020,Gujarat,653880,59126,713006
30-07-2020,Gujarat,677788,60285,738073
31-07-2020,Gujarat,703339,61438,764777
01-08-2020,Gujarat,728506,62574,791080
02-08-2020,Gujarat,750660,63675,814335
03-08-2020,Gujarat,769420,64684,834104
04-08-2020,Gujarat,789135,65704,854839
05-08-2020,Gujarat,812436,66777,879213
06-08-2020,Gujarat,835971,67811,903782
07-08-2020,Gujarat,861488,68885,930373
08-08-2020,Gujarat,886659,69986,956645
09-08-2020,Gujarat,916566,71064,987630
10-08-2020,Gujarat,945114,72120,1017234
11-08-2020,Gujarat,985643,73238,1058881
12-08-2020,Gujarat,1034615,74390,1109005
13-08-2020,Gujarat,1084340,75482,1159822
14-08-2020,Gujarat,1134478,76569,1211047
15-08-2020,Gujarat,1184601,77663,1262264
16-08-2020,Gujarat,1234041,78783,1312824
17-08-2020,Gujarat,1278548,79816,1358364
18-08-2020,Gujarat,,80942,1415598
19-08-2020,Gujarat,,82087,1478629
20-08-2020,Gujarat,,83262,1547120
21-08-2020,Gujarat,,84466,1620067
22-08-2020,Gujarat,,85678,1695325
23-08-2020,Gujarat,,86779,1756133
24-08-2020,Gujarat,,87846,1819198
25-08-2020,Gujarat,,88942,1891775
26-08-2020,Gujarat,,90139,1969724
27-08-2020,Gujarat,,91329,2045951
28-08-2020,Gujarat,,92601,2121751
29-08-2020,Gujarat,,93883,2195985
30-08-2020,Gujarat,,95155,2265473
31-08-2020,Gujarat,,96435,2331836
01-09-2020,Gujarat,,97745,2409906
02-09-2020,Gujarat,,99050,2484429
03-09-2020,Gujarat,,100375,2559916
04-09-2020,Gujarat,,,2635369
05-09-2020,Gujarat,,103006,2708120
06-09-2020,Gujarat,2676340,104341,2780681
07-09-2020,Gujarat,2747700,105671,2853371
08-09-2020,Gujarat,2818481,106966,2925447
09-09-2020,Gujarat,,108295,3001383
10-09-2020,Gujarat,,109627,3073534
11-09-2020,Gujarat,,110971,3145202
12-09-2020,Gujarat,,112336,3219983
13-09-2020,Gujarat,,113662,3288811
14-09-2020,Gujarat,,114996,3360318
15-09-2020,Gujarat,,116345,3438500
16-09-2020,Gujarat,,117709,3523653
17-09-2020,Gujarat,,119088,3609273
18-09-2020,Gujarat,,120498,3678350
19-09-2020,Gujarat,,121930,3739782
20-09-2020,Gujarat,,123337,3800469
21-09-2020,Gujarat,,124767,3862366
03-04-2020,Haryana,938,44,1325
07-04-2020,Haryana,1821,141,2520
08-04-2020,Haryana,1885,153,2650
09-04-2020,Haryana,2017,156,2964
10-04-2020,Haryana,2447,162,3527
11-04-2020,Haryana,2472,165,3663
12-04-2020,Haryana,2513,181,3903
13-04-2020,Haryana,2961,182,4489
14-04-2020,Haryana,3681,184,5210
15-04-2020,Haryana,5581,190,7388
16-04-2020,Haryana,6465,214,8064
17-04-2020,Haryana,7148,223,8884
18-04-2020,Haryana,8093,232,10454
19-04-2020,Haryana,10230,250,12687
20-04-2020,Haryana,11523,251,13894
21-04-2020,Haryana,12253,255,14562
22-04-2020,Haryana,13397,264,15561
23-04-2020,Haryana,15452,270,17582
24-04-2020,Haryana,16642,275,18845
25-04-2020,Haryana,17787,287,20270
26-04-2020,Haryana,19241,296,21467
27-04-2020,Haryana,20702,301,22993
28-04-2020,Haryana,22578,308,24826
29-04-2020,Haryana,24071,311,26148
30-04-2020,Haryana,25929,339,28202
01-05-2020,Haryana,27784,357,30191
02-05-2020,Haryana,28867,369,31200
03-05-2020,Haryana,32583,442,35278
04-05-2020,Haryana,34501,517,38183
05-05-2020,Haryana,36806,548,40982
06-05-2020,Haryana,38590,594,43279
07-05-2020,Haryana,41861,625,46495
08-05-2020,Haryana,43974,647,49746
09-05-2020,Haryana,48468,675,53282
10-05-2020,Haryana,51046,703,56983
11-05-2020,Haryana,53697,730,59735
12-05-2020,Haryana,56440,780,62377
13-05-2020,Haryana,59890,793,65785
14-05-2020,Haryana,63791,818,69191
15-05-2020,Haryana,66687,854,72326
16-05-2020,Haryana,69660,887,75097
17-05-2020,Haryana,72494,910,78029
18-05-2020,Haryana,75045,928,80698
19-05-2020,Haryana,77296,964,82544
20-05-2020,Haryana,78379,970,83944
21-05-2020,Haryana,82372,1031,88138
22-05-2020,Haryana,85317,1067,91119
23-05-2020,Haryana,88051,1131,94035
24-05-2020,Haryana,91138,1184,97006
25-05-2020,Haryana,94725,1213,99987
26-05-2020,Haryana,97350,1305,102018
27-05-2020,Haryana,99555,1381,104747
28-05-2020,Haryana,102260,1504,108031
29-05-2020,Haryana,105169,1721,110940
30-05-2020,Haryana,108385,1923,114683
31-05-2020,Haryana,11709,2091,118138
01-06-2020,Haryana,114792,2356,121779
02-06-2020,Haryana,117340,2652,124564
03-06-2020,Haryana,120393,2954,127895
04-06-2020,Haryana,124769,3281,132575
05-06-2020,Haryana,129027,3597,137452
06-06-2020,Haryana,132684,3952,141688
07-06-2020,Haryana,136555,4448,145722
08-06-2020,Haryana,140081,4854,150220
09-06-2020,Haryana,143513,5209,153692
10-06-2020,Haryana,147453,5438,158470
11-06-2020,Haryana,151060,5968,162967
12-06-2020,Haryana,155395,6334,167501
13-06-2020,Haryana,159333,6749,171560
14-06-2020,Haryana,172678,7208,185722
15-06-2020,Haryana,176741,7722,189914
16-06-2020,Haryana,180051,8272,193421
17-06-2020,Haryana,183395,8832,197703
18-06-2020,Haryana,187303,9218,202808
19-06-2020,Haryana,192082,9743,207675
20-06-2020,Haryana,196836,10223,212430
21-06-2020,Haryana,201984,10635,217797
22-06-2020,Haryana,206436,11025,222948
23-06-2020,Haryana,210998,11520,226951
24-06-2020,Haryana,214896,12010,231673
25-06-2020,Haryana,219064,12463,236898
26-06-2020,Haryana,223797,12884,241941
27-06-2020,Haryana,228275,13427,247139
28-06-2020,Haryana,233567,13829,252356
29-06-2020,Haryana,241356,14210,260341
30-06-2020,Haryana,244000,14548,264203
01-07-2020,Haryana,249453,14941,269726
02-07-2020,Haryana,256053,15509,277031
03-07-2020,Haryana,267194,16003,288478
04-07-2020,Haryana,275869,16548,298094
05-07-2020,Haryana,284570,17005,307159
06-07-2020,Haryana,292701,17504,315853
07-07-2020,Haryana,300195,17999,323491
08-07-2020,Haryana,308289,18690,332504
09-07-2020,Haryana,317159,19369,342404
10-07-2020,Haryana,326679,19934,352343
11-07-2020,Haryana,336790,20582,363428
12-07-2020,Haryana,345903,21240,372621
13-07-2020,Haryana,353885,21929,381420
14-07-2020,Haryana,360991,22628,388760
15-07-2020,Haryana,371350,23306,400155
16-07-2020,Haryana,380138,24002,409852
17-07-2020,Haryana,393627,24797,424692
18-07-2020,Haryana,404852,25547,436535
19-07-2020,Haryana,414438,26164,447345
20-07-2020,Haryana,424137,26858,457310
21-07-2020,Haryana,434300,27462,467740
22-07-2020,Haryana,443585,28186,477412
23-07-2020,Haryana,455864,28975,490414
24-07-2020,Haryana,469631,29755,505220
25-07-2020,Haryana,500579,30538,536323
26-07-2020,Haryana,512734,31332,549463
27-07-2020,Haryana,521416,32127,559326
28-07-2020,Haryana,531644,32876,570219
29-07-2020,Haryana,543201,33631,582639
30-07-2020,Haryana,560863,34254,600893
31-07-2020,Haryana,571751,34965,612591
01-08-2020,Haryana,587418,35758,628806
02-08-2020,Haryana,604056,36519,646286
03-08-2020,Haryana,615375,37173,657949
04-08-2020,Haryana,628013,37796,671064
05-08-2020,Haryana,639335,38548,683500
06-08-2020,Haryana,652600,39303,697779
07-08-2020,Haryana,667244,40054,713061
08-08-2020,Haryana,683237,40843,730036
09-08-2020,Haryana,696664,41635,744080
10-08-2020,Haryana,705790,42429,753945
11-08-2020,Haryana,722780,43227,771769
12-08-2020,Haryana,736914,44024,786839
13-08-2020,Haryana,751225,44817,801784
14-08-2020,Haryana,766184,45614,817509
15-08-2020,Haryana,778189,46410,830477
16-08-2020,Haryana,791184,,844422
17-08-2020,Haryana,801232,48040,854757
18-08-2020,Haryana,812490,48936,867458
19-08-2020,Haryana,833173,,889259
20-08-2020,Haryana,853707,,910877
21-08-2020,Haryana,868016,,926568
22-08-2020,Haryana,885193,53290,944764
23-08-2020,Haryana,903523,54386,964297
24-08-2020,Haryana,921303,55460,983187
25-08-2020,Haryana,938914,56608,1001781
26-08-2020,Haryana,961297,58005,1025524
27-08-2020,Haryana,985217,59298,1051189
28-08-2020,Haryana,1008916,60596,1076063
29-08-2020,Haryana,1035131,61987,1103832
30-08-2020,Haryana,1060143,63282,1130073
31-08-2020,Haryana,1079232,,1150126
01-09-2020,Haryana,1100351,66426,1172778
02-09-2020,Haryana,1121546,68218,1195800
03-09-2020,Haryana,1143463,,1220075
04-09-2020,Haryana,1167167,,1245640
05-09-2020,Haryana,1187623,74272,1268518
06-09-2020,Haryana,1211295,76549,1294598
07-09-2020,Haryana,1231602,,1317045
08-09-2020,Haryana,1246370,,1334010
09-09-2020,Haryana,1280217,,1370399
10-09-2020,Haryana,1306887,,1399628
11-09-2020,Haryana,1336477,,1431602
12-09-2020,Haryana,1363656,,1461644
13-09-2020,Haryana,1389712,,1490034
14-09-2020,Haryana,1411692,,1514575
15-09-2020,Haryana,1431486,,1536656
16-09-2020,Haryana,1457859,,1565646
17-09-2020,Haryana,1483521,,1594079
18-09-2020,Haryana,1510111,,1623268
19-09-2020,Haryana,1536019,,1651482
20-09-2020,Haryana,1563516,,1681221
21-09-2020,Haryana,1587365,,1706758
10-04-2020,Himachal Pradesh,870,30,900
11-04-2020,Himachal Pradesh,870,30,900
12-04-2020,Himachal Pradesh,944,32,1113
13-04-2020,Himachal Pradesh,1109,32,1210
14-04-2020,Himachal Pradesh,1232,32,1311
15-04-2020,Himachal Pradesh,1391,35,1426
16-04-2020,Himachal Pradesh,1559,35,1604
17-04-2020,Himachal Pradesh,1740,36,1992
18-04-2020,Himachal Pradesh,2091,39,2207
19-04-2020,Himachal Pradesh,2337,39,2553
20-04-2020,Himachal Pradesh,2714,39,2892
21-04-2020,Himachal Pradesh,2933,39,3341
22-04-2020,Himachal Pradesh,3510,39,3700
23-04-2020,Himachal Pradesh,3943,40,4020
24-04-2020,Himachal Pradesh,4160,40,4328
25-04-2020,Himachal Pradesh,4363,40,4623
26-04-2020,Himachal Pradesh,4794,40,4901
27-04-2020,Himachal Pradesh,5022,40,5106
28-04-2020,Himachal Pradesh,5344,40,5391
29-04-2020,Himachal Pradesh,5726,40,5772
30-04-2020,Himachal Pradesh,6091,40,6133
01-05-2020,Himachal Pradesh,6432,40,6472
02-05-2020,Himachal Pradesh,6791,40,6836
03-05-2020,Himachal Pradesh,7133,40,7185
04-05-2020,Himachal Pradesh,7320,41,7430
05-05-2020,Himachal Pradesh,7800,42,7893
06-05-2020,Himachal Pradesh,8055,43,8491
07-05-2020,Himachal Pradesh,8833,46,9005
08-05-2020,Himachal Pradesh,9434,50,9522
09-05-2020,Himachal Pradesh,10047,52,10208
10-05-2020,Himachal Pradesh,10343,55,10791
11-05-2020,Himachal Pradesh,11016,59,11267
12-05-2020,Himachal Pradesh,11846,66,12224
13-05-2020,Himachal Pradesh,12867,67,13190
14-05-2020,Himachal Pradesh,13307,70,14256
15-05-2020,Himachal Pradesh,15076,76,15557
16-05-2020,Himachal Pradesh,16079,78,16534
17-05-2020,Himachal Pradesh,17049,80,17417
18-05-2020,Himachal Pradesh,17946,90,18224
19-05-2020,Himachal Pradesh,18994,92,19645
20-05-2020,Himachal Pradesh,20449,110,21147
21-05-2020,Himachal Pradesh,21812,152,22641
22-05-2020,Himachal Pradesh,23307,168,24246
23-05-2020,Himachal Pradesh,24625,185,25905
24-05-2020,Himachal Pradesh,26524,203,27288
25-05-2020,Himachal Pradesh,27596,223,28346
26-05-2020,Himachal Pradesh,28989,247,29379
27-05-2020,Himachal Pradesh,30019,273,30852
28-05-2020,Himachal Pradesh,31655,281,32449
29-05-2020,Himachal Pradesh,33486,295,33979
30-05-2020,Himachal Pradesh,34933,313,35668
31-05-2020,Himachal Pradesh,36618,331,37168
01-06-2020,Himachal Pradesh,37233,340,37897
02-06-2020,Himachal Pradesh,38993,345,39620
03-06-2020,Himachal Pradesh,40621,359,41351
04-06-2020,Himachal Pradesh,42081,383,42703
05-06-2020,Himachal Pradesh,43149,393,43688
06-06-2020,Himachal Pradesh,43942,400,44509
07-06-2020,Himachal Pradesh,45254,411,45888
08-06-2020,Himachal Pradesh,45956,421,46416
09-06-2020,Himachal Pradesh,46541,437,47655
10-06-2020,Himachal Pradesh,48123,451,48922
11-06-2020,Himachal Pradesh,49465,470,50222
12-06-2020,Himachal Pradesh,50793,486,51420
13-06-2020,Himachal Pradesh,51106,493,52737
14-06-2020,Himachal Pradesh,53301,518,53946
15-06-2020,Himachal Pradesh,53923,556,54484
16-06-2020,Himachal Pradesh,55333,560,56106
17-06-2020,Himachal Pradesh,56861,585,57479
18-06-2020,Himachal Pradesh,58063,595,59214
19-06-2020,Himachal Pradesh,59675,627,60814
20-06-2020,Himachal Pradesh,61662,656,62580
21-06-2020,Himachal Pradesh,62882,673,64338
22-06-2020,Himachal Pradesh,64324,727,65189
23-06-2020,Himachal Pradesh,65803,775,67020
24-06-2020,Himachal Pradesh,67420,806,68899
25-06-2020,Himachal Pradesh,69917,839,71078
